Date,Open,High,Low,Close,Adj Close,Volume
2018-03-21,43.599998,43.799999,39.560001,41.799999,40.822723,2468000
2018-03-22,40.750000,41.900002,38.349998,38.400002,37.502216,1563000
2018-03-23,38.400002,38.400002,36.700001,36.799999,35.939613,1747200
2018-03-26,37.500000,37.849998,35.650002,36.099998,35.255981,1374100
2018-03-27,36.150002,37.450001,35.529999,36.799999,35.939613,827400
2018-03-28,36.750000,37.799999,36.400002,37.799999,36.916237,868700
2018-03-29,38.000000,38.099998,36.700001,37.599998,36.720917,1179800
2018-04-02,37.549999,38.000000,35.669998,36.200001,35.353645,631600
2018-04-03,36.549999,37.349998,36.049999,37.049999,36.183773,610600
2018-04-04,36.150002,37.150002,35.750000,36.950001,36.086113,1054000
2018-04-05,37.049999,38.549999,37.049999,38.299999,37.404549,966500
2018-04-06,38.400002,39.400002,37.000000,37.349998,36.476757,811900
2018-04-09,37.400002,38.130001,36.580002,37.500000,36.623249,596900
2018-04-10,37.849998,37.889999,36.099998,36.299999,35.546093,987900
2018-04-11,36.200001,37.580002,36.200001,36.549999,35.790905,625500
2018-04-12,36.700001,36.950001,36.070000,36.599998,35.839867,663000
2018-04-13,36.750000,36.849998,35.849998,36.150002,35.399212,379200
2018-04-16,36.099998,36.400002,34.299999,35.849998,35.105438,807300
2018-04-17,36.150002,36.750000,36.049999,36.099998,35.350246,513400
2018-04-18,35.650002,36.849998,35.650002,36.450001,35.692986,467300
2018-04-19,36.250000,36.250000,34.549999,35.500000,34.762714,639900
2018-04-20,35.349998,35.950001,35.000000,35.349998,34.615829,411500
2018-04-23,35.400002,35.849998,34.900002,35.299999,34.566864,394000
2018-04-24,35.549999,36.000000,34.650002,35.150002,34.419983,514200
2018-04-25,35.000000,36.380001,34.900002,36.200001,35.448170,969100
2018-04-26,36.400002,38.250000,35.950001,38.099998,37.308712,666400
2018-04-27,37.950001,38.549999,37.500000,37.750000,36.965984,531800
2018-04-30,37.849998,38.799999,37.849998,37.900002,37.112873,430400
2018-05-01,37.849998,39.000000,37.529999,38.700001,37.896255,612100
2018-05-02,38.750000,39.900002,37.230000,37.500000,36.721172,1034500
2018-05-03,37.150002,37.349998,35.799999,36.900002,36.133636,565600
2018-05-04,36.799999,38.200001,35.959999,38.150002,37.357674,315600
2018-05-07,38.000000,38.500000,36.200001,38.400002,37.602486,670400
2018-05-08,38.250000,38.299999,34.849998,35.000000,34.273094,923000
2018-05-09,34.950001,36.200001,34.750000,35.650002,34.909595,497100
2018-05-10,35.849998,36.750000,35.849998,36.400002,35.644020,385800
2018-05-11,36.500000,36.650002,35.599998,35.950001,35.203369,663700
2018-05-14,35.950001,36.700001,35.549999,35.750000,35.007515,465900
2018-05-15,35.650002,36.450001,35.450001,36.250000,35.497128,342600
2018-05-16,36.450001,38.099998,36.000000,37.799999,37.014942,583100
2018-05-17,37.849998,38.200001,37.299999,37.349998,36.574287,287900
2018-05-18,37.599998,38.150002,37.450001,38.099998,37.308712,442300
2018-05-21,38.250000,38.849998,37.799999,38.500000,37.700413,378900
2018-05-22,38.599998,38.799999,37.349998,38.200001,37.406639,376400
2018-05-23,37.549999,37.549999,35.099998,36.200001,35.448170,1186300
2018-05-24,36.000000,37.200001,35.150002,36.799999,36.035709,939300
2018-05-25,36.799999,37.599998,36.799999,37.299999,36.525326,378600
2018-05-29,37.099998,38.250000,37.099998,37.500000,36.721172,321500
2018-05-30,37.500000,38.650002,37.500000,37.849998,37.063900,327800
2018-05-31,37.549999,37.650002,35.200001,36.250000,35.497128,1028600
2018-06-01,36.500000,36.549999,35.299999,36.000000,35.252327,729100
2018-06-04,36.099998,37.650002,36.099998,36.799999,36.035709,819300
2018-06-05,37.049999,37.700001,35.950001,36.250000,35.497128,834000
2018-06-06,36.450001,39.000000,35.900002,38.849998,38.043137,1458700
2018-06-07,37.450001,39.799999,37.200001,39.049999,38.238983,1563500
2018-06-08,39.099998,41.799999,39.049999,40.750000,39.903679,1226700
2018-06-11,40.750000,42.150002,40.750000,41.299999,40.442257,921300
2018-06-12,41.299999,41.549999,40.250000,40.700001,39.854721,507600
2018-06-13,41.049999,41.549999,39.549999,39.799999,38.973404,436500
2018-06-14,40.099998,40.700001,39.700001,40.650002,39.805756,342200
2018-06-15,40.450001,40.730000,39.799999,40.000000,39.169254,669200
2018-06-18,40.000000,41.099998,39.650002,40.849998,40.001598,586800
2018-06-19,40.450001,40.900002,39.549999,40.349998,39.608940,710900
2018-06-20,44.750000,46.400002,42.549999,46.349998,45.498745,3600300
2018-06-21,46.750000,47.759998,45.000000,46.400002,45.547832,1414300
2018-06-22,46.200001,47.599998,44.500000,45.049999,44.222630,1013200
2018-06-25,44.599998,44.950001,42.549999,43.000000,42.210281,724400
2018-06-26,43.200001,43.299999,41.779999,42.200001,41.424965,535900
2018-06-27,42.049999,42.049999,40.500000,40.750000,40.001602,765800
2018-06-28,40.400002,41.950001,39.900002,40.799999,40.050682,703700
2018-06-29,41.000000,41.400002,40.500000,40.599998,39.854359,653400
2018-07-02,40.400002,41.700001,39.849998,41.599998,40.835983,353200
2018-07-03,41.750000,41.750000,40.000000,40.049999,39.314453,305500
2018-07-05,40.549999,41.160000,39.810001,40.750000,40.001602,434000
2018-07-06,40.849998,42.099998,40.750000,42.000000,41.228638,414600
2018-07-09,42.250000,43.099998,41.799999,42.599998,41.817619,378400
2018-07-10,42.500000,42.700001,41.700001,42.299999,41.523129,350600
2018-07-11,41.849998,42.400002,41.299999,41.349998,40.590576,287200
2018-07-12,41.900002,41.900002,40.650002,41.500000,40.737823,198300
2018-07-13,41.349998,41.900002,41.279999,41.549999,40.786907,223800
2018-07-16,41.650002,41.650002,40.250000,40.900002,40.148849,307900
2018-07-17,40.799999,42.299999,40.799999,41.900002,41.130482,286800
2018-07-18,41.950001,42.400002,41.599998,42.349998,41.572212,286600
2018-07-19,42.099998,43.150002,41.950001,42.750000,41.964867,329500
2018-07-20,42.549999,42.779999,41.599998,41.700001,40.934155,343900
2018-07-23,41.500000,42.299999,39.900002,42.150002,41.375885,496000
2018-07-24,42.450001,42.509998,37.950001,38.450001,37.743839,966400
2018-07-25,38.000000,38.849998,36.250000,38.000000,37.302101,837600
2018-07-26,37.900002,39.349998,37.049999,38.950001,38.234657,506900
2018-07-27,39.099998,39.849998,37.900002,38.299999,37.596596,304100
2018-07-30,38.549999,39.750000,38.349998,39.349998,38.627312,307400
2018-07-31,39.349998,40.299999,39.049999,39.900002,39.167210,363300
2018-08-01,39.650002,39.650002,37.349998,37.700001,37.007618,424700
2018-08-02,37.599998,39.450001,37.599998,38.950001,38.234657,540200
2018-08-03,39.000000,40.849998,39.000000,40.400002,39.658024,560400
2018-08-06,40.150002,40.750000,39.299999,40.099998,39.363537,446000
2018-08-07,40.049999,40.349998,39.549999,39.950001,39.216293,373200
2018-08-08,39.950001,40.169998,39.349998,39.950001,39.216293,274300
2018-08-09,39.950001,40.299999,39.400002,39.450001,38.725475,227800
2018-08-10,39.200001,39.200001,38.450001,38.750000,38.038330,328900
2018-08-13,38.750000,39.150002,37.200001,37.950001,37.253021,557900
2018-08-14,38.200001,39.250000,37.900002,38.650002,37.940163,279000
2018-08-15,38.349998,38.599998,37.400002,38.000000,37.302101,270300
2018-08-16,38.349998,39.049999,38.250000,38.900002,38.185581,302400
2018-08-17,38.500000,38.500000,36.549999,37.349998,36.664040,528500
2018-08-20,37.349998,38.049999,36.799999,37.000000,36.320469,414900
2018-08-21,37.099998,37.650002,36.950001,37.549999,36.860371,499000
2018-08-22,37.400002,37.900002,37.049999,37.500000,36.811283,303600
2018-08-23,37.400002,37.650002,36.410000,36.950001,36.271393,240400
2018-08-24,37.000000,37.700001,36.880001,37.299999,36.614960,172200
2018-08-27,37.450001,39.099998,37.250000,38.450001,37.743839,627600
2018-08-28,38.500000,39.150002,38.400002,38.599998,37.891083,212200
2018-08-29,38.599998,38.750000,37.950001,38.049999,37.351181,229700
2018-08-30,37.950001,38.049999,36.650002,36.849998,36.173222,358400
2018-08-31,36.599998,37.599998,36.250000,36.950001,36.271393,372600
2018-09-04,37.000000,37.099998,36.049999,36.250000,35.584236,332300
2018-09-05,36.250000,37.549999,35.849998,37.200001,36.516796,414200
2018-09-06,37.099998,37.529999,36.299999,36.599998,35.927818,409100
2018-09-07,36.450001,38.200001,36.450001,37.750000,37.056698,654700
2018-09-10,37.900002,39.500000,37.900002,39.250000,38.529144,699100
2018-09-11,39.000000,39.000000,37.299999,37.599998,37.003723,369300
2018-09-12,37.599998,38.400002,36.549999,36.799999,36.216412,360800
2018-09-13,36.950001,37.450001,36.450001,36.599998,36.019585,307000
2018-09-14,36.500000,37.549999,36.049999,37.299999,36.708481,619300
2018-09-17,37.200001,37.200001,36.349998,36.500000,35.921173,554900
2018-09-18,36.849998,37.500000,35.700001,36.150002,35.576721,662800
2018-09-19,36.250000,37.900002,36.000000,37.299999,36.708481,640300
2018-09-20,36.650002,36.650002,34.650002,36.500000,35.921173,1107100
2018-09-21,36.450001,36.700001,36.049999,36.450001,35.871967,1025400
2018-09-24,36.000000,36.250000,34.910000,35.349998,34.789410,461600
2018-09-25,35.349998,35.380001,34.529999,34.599998,34.051300,423300
2018-09-26,34.599998,36.000000,34.599998,35.799999,35.232273,618600
2018-09-27,35.799999,35.900002,34.799999,34.849998,34.297340,424800
2018-09-28,34.650002,34.950001,32.900002,33.150002,32.624298,888400
2018-10-01,33.450001,33.450001,31.690001,31.950001,31.443327,876600
2018-10-02,31.809999,32.560001,31.650000,31.719999,31.216972,512300
2018-10-03,32.040001,32.650002,31.870001,32.639999,32.122383,658100
2018-10-04,32.560001,33.779999,32.119999,32.610001,32.092861,755100
2018-10-05,32.619999,32.799999,32.070000,32.330002,31.817303,359900
2018-10-08,32.259998,32.560001,31.809999,32.160000,31.649996,438500
2018-10-09,32.020000,32.150002,30.420000,30.530001,30.045847,667300
2018-10-10,30.530001,30.910000,30.160000,30.230000,29.750605,565600
2018-10-11,30.070000,31.020000,29.719999,30.559999,30.075371,1058100
2018-10-12,31.170000,31.889999,30.650000,31.240000,30.744585,801600
2018-10-15,31.219999,32.099998,31.120001,31.700001,31.197292,781100
2018-10-16,32.369999,32.380001,30.900000,31.750000,31.246496,971300
2018-10-17,36.410000,37.349998,31.799999,33.200001,32.673504,3574800
2018-10-18,31.889999,31.980000,28.830000,29.120001,28.658205,2432000
2018-10-19,29.280001,29.820000,27.530001,28.260000,27.811844,1438400
2018-10-22,28.350000,28.480000,27.459999,28.000000,27.555965,789300
2018-10-23,27.280001,28.120001,26.820000,27.590000,27.152470,758500
2018-10-24,27.600000,28.250000,26.900000,26.920000,26.493093,676400
2018-10-25,27.190001,28.370001,26.520000,26.700001,26.276583,899800
2018-10-26,26.299999,26.620001,25.490000,26.000000,25.587683,829200
2018-10-29,26.620001,27.290001,25.209999,25.559999,25.154661,649500
2018-10-30,25.500000,26.969999,25.209999,26.750000,26.325790,634700
2018-10-31,27.129999,27.790001,26.650000,27.559999,27.122944,982600
2018-11-01,27.690001,29.320000,27.410000,28.500000,28.048037,1048200
2018-11-02,28.740000,29.410000,28.540001,29.150000,28.687731,491000
2018-11-05,29.110001,29.420000,28.389999,28.840000,28.382645,335900
2018-11-06,28.639999,29.450001,28.360001,28.740000,28.284231,446700
2018-11-07,28.780001,28.780001,27.330000,28.620001,28.166138,429900
2018-11-08,28.350000,28.469999,27.610001,28.120001,27.674065,366300
2018-11-09,27.940001,28.080000,27.100000,27.600000,27.162310,249200
2018-11-12,27.510000,28.090000,27.420000,27.450001,27.014688,268800
2018-11-13,27.520000,28.400000,27.280001,27.309999,26.876909,454600
2018-11-14,27.590000,27.730000,25.770000,26.070000,25.656574,825800
2018-11-15,25.870001,26.280001,25.120001,25.930000,25.518795,787400
2018-11-16,25.629999,25.860001,24.620001,25.580000,25.174345,1144700
2018-11-19,25.660000,26.360001,25.610001,25.790001,25.381016,373700
2018-11-20,25.340000,26.080000,24.600000,24.709999,24.318138,878100
2018-11-21,25.040001,26.230000,25.000000,25.340000,24.938150,506400
2018-11-23,25.180000,26.040001,25.030001,25.730000,25.321964,180400
2018-11-26,26.030001,26.610001,25.709999,25.870001,25.459743,388800
2018-11-27,25.350000,25.760000,24.320000,24.400000,24.013056,572900
2018-11-28,24.400000,25.129999,23.620001,25.080000,24.682272,478300
2018-11-29,25.000000,25.250000,24.350000,24.840000,24.446079,280600
2018-11-30,24.719999,25.559999,24.500000,25.030001,24.633066,409800
2018-12-03,25.650000,26.010000,25.059999,25.629999,25.223551,711100
2018-12-04,25.520000,25.940001,22.799999,23.049999,22.684465,1314500
2018-12-06,22.219999,23.510000,21.809999,23.469999,23.097803,780600
2018-12-07,23.070000,23.620001,22.650000,22.980000,22.615578,970200
2018-12-10,22.830000,22.950001,21.299999,21.540001,21.198412,684200
2018-12-11,21.959999,22.230000,20.740000,21.110001,20.775230,452700
2018-12-12,21.450001,21.719999,21.100000,21.129999,20.794912,451600
2018-12-13,21.209999,21.690001,20.370001,20.629999,20.302843,532000
2018-12-14,20.320000,21.090000,20.270000,20.650000,20.322525,563100
2018-12-17,20.650000,21.400000,20.420000,20.660000,20.332367,687400
2018-12-18,20.860001,21.100000,19.770000,19.959999,19.643467,1032200
2018-12-19,21.930000,24.469999,20.610001,22.670000,22.310493,6508400
2018-12-20,22.299999,24.000000,22.090000,23.030001,22.664785,1717700
2018-12-21,22.900000,23.129999,21.969999,22.430000,22.074299,2331500
2018-12-24,21.889999,23.139999,21.469999,22.440001,22.084141,580600
2018-12-26,22.660000,23.200001,22.250000,23.139999,22.773037,664800
2018-12-27,22.850000,23.500000,22.520000,23.480000,23.107645,689200
2018-12-28,23.530001,24.520000,23.500000,23.940001,23.560352,582100
2018-12-31,24.170000,24.379999,23.160000,24.209999,23.826069,919900
2019-01-02,23.900000,25.170000,23.290001,24.940001,24.544495,733500
2019-01-03,24.870001,24.959999,23.670000,23.730000,23.353682,586700
2019-01-04,24.160000,25.860001,24.160000,25.230000,24.829893,997200
2019-01-07,25.260000,27.219999,24.980000,26.650000,26.227375,967700
2019-01-08,26.980000,27.160000,25.809999,26.900000,26.583134,696800
2019-01-09,26.980000,28.330000,26.799999,27.850000,27.521944,1031800
2019-01-10,27.240000,28.200001,26.850000,27.639999,27.314417,547500
2019-01-11,27.580000,28.209999,27.150000,27.870001,27.541710,403500
2019-01-14,27.780001,29.780001,27.780001,29.010000,28.668280,1114000
2019-01-15,29.090000,29.430000,27.870001,29.320000,28.974628,835100
2019-01-16,29.090000,30.889999,29.080000,30.629999,30.269196,1221800
2019-01-17,30.129999,30.930000,29.320000,29.820000,29.468739,1303100
2019-01-18,30.500000,31.219999,29.700001,30.620001,30.259315,1386100
2019-01-22,30.250000,31.180000,29.889999,30.000000,29.646618,928000
2019-01-23,29.940001,30.250000,28.330000,28.930000,28.589224,750200
2019-01-24,28.950001,29.950001,28.950001,29.900000,29.547796,563100
2019-01-25,30.100000,30.840000,29.549999,29.650000,29.300741,420400
2019-01-28,29.350000,30.180000,29.219999,29.790001,29.439095,337200
2019-01-29,29.530001,29.879999,29.100000,29.559999,29.211800,384800
2019-01-30,29.629999,30.129999,29.100000,29.860001,29.508270,287200
2019-01-31,29.700001,29.709999,28.410000,28.600000,28.263111,615700
2019-02-01,28.600000,28.809999,27.950001,28.480000,28.144522,426600
2019-02-04,27.770000,28.620001,26.730000,28.549999,28.213697,704400
2019-02-05,28.360001,29.490000,28.280001,28.660000,28.322403,348000
2019-02-06,28.629999,28.910000,27.990000,28.150000,27.818409,267600
2019-02-07,27.719999,28.209999,26.690001,28.139999,27.808527,629800
2019-02-08,27.930000,28.750000,27.930000,28.629999,28.292757,535800
2019-02-11,28.620001,28.820000,27.950001,28.540001,28.203817,310800
2019-02-12,28.750000,30.000000,28.629999,29.900000,29.547796,997900
2019-02-13,30.000000,30.430000,29.910000,30.120001,29.765207,751400
2019-02-14,30.010000,30.870001,29.610001,30.590000,30.229668,657600
2019-02-15,30.750000,31.840000,30.680000,31.820000,31.445179,605700
2019-02-19,31.830000,32.590000,31.530001,32.439999,32.057877,743700
2019-02-20,32.430000,33.160000,32.400002,32.880001,32.492691,829500
2019-02-21,32.910000,33.529999,32.910000,33.029999,32.640926,1082400
2019-02-22,33.770000,34.060001,33.240002,33.770000,33.372208,697700
2019-02-25,33.970001,34.950001,33.279999,34.029999,33.629143,1326400
2019-02-26,33.930000,34.369999,32.700001,33.009998,32.621166,874200
2019-02-27,32.849998,33.230000,32.590000,32.990002,32.601398,477000
2019-02-28,32.860001,33.110001,32.000000,32.630001,32.245636,585800
2019-03-01,32.770000,33.529999,32.279999,32.770000,32.383987,605100
2019-03-04,32.759998,33.090000,31.900000,32.099998,31.721880,628000
2019-03-05,32.119999,32.139999,31.400000,31.670000,31.296947,638100
2019-03-06,30.660000,32.080002,30.209999,30.930000,30.565664,878500
2019-03-07,30.830000,31.420000,30.049999,31.209999,30.842363,558800
2019-03-08,30.879999,32.009998,30.500000,31.620001,31.247536,647400
2019-03-11,31.629999,32.619999,31.629999,32.099998,31.721880,390200
2019-03-12,32.070000,32.290001,31.280001,31.580000,31.208008,493800
2019-03-13,31.639999,31.820000,31.080000,31.129999,30.763306,420500
2019-03-14,31.160000,31.410000,30.730000,30.740000,30.377901,334200
2019-03-15,30.809999,31.350000,30.680000,31.190001,30.822601,508600
2019-03-18,31.280001,31.400000,30.920000,31.260000,30.891777,462800
2019-03-19,31.420000,31.580000,30.860001,30.860001,30.496489,419400
2019-03-20,30.860001,30.860001,29.469999,30.080000,29.725677,686300
2019-03-21,30.000000,30.520000,29.950001,30.350000,29.992496,443100
2019-03-22,30.129999,30.280001,29.030001,29.110001,28.767103,692000
2019-03-25,29.650000,30.790001,28.629999,29.010000,28.668280,1868700
2019-03-26,28.750000,29.200001,28.160000,28.889999,28.549694,912700
2019-03-27,28.990000,30.360001,28.740000,29.990000,29.636736,527600
2019-03-28,30.020000,31.120001,30.000000,30.940001,30.575544,499500
2019-03-29,31.290001,31.750000,30.809999,31.150000,30.783072,612500
2019-04-01,31.350000,32.160000,31.219999,32.099998,31.721880,526600
2019-04-02,32.090000,32.090000,31.070000,31.110001,30.849257,469100
2019-04-03,31.400000,32.160000,31.250000,31.780001,31.513643,666900
2019-04-04,31.620001,33.060001,31.620001,32.939999,32.663918,592600
2019-04-05,32.860001,33.369999,32.660000,33.049999,32.772995,402700
2019-04-08,32.799999,33.830002,32.799999,33.419998,33.139893,430300
2019-04-09,33.389999,33.590000,32.799999,33.020000,32.743248,511300
2019-04-10,33.060001,34.090000,32.869999,34.029999,33.744781,376500
2019-04-11,34.049999,34.939999,33.900002,34.889999,34.597576,505500
2019-04-12,35.000000,35.650002,34.820000,35.009998,34.716568,956000
2019-04-15,35.049999,35.400002,34.490002,35.000000,34.706657,345100
2019-04-16,35.080002,35.919998,34.980000,35.869999,35.569363,332500
2019-04-17,36.080002,36.590000,35.950001,36.349998,36.045338,360400
2019-04-18,36.299999,36.930000,35.709999,36.849998,36.541149,434000
2019-04-22,36.799999,36.880001,35.959999,36.139999,35.837101,301300
2019-04-23,36.119999,36.740002,35.450001,36.279999,35.975922,533500
2019-04-24,36.250000,36.830002,36.119999,36.380001,36.075092,247400
2019-04-25,36.320000,36.320000,34.910000,35.660000,35.361122,390800
2019-04-26,35.980000,36.650002,35.720001,36.419998,36.114754,406900
2019-04-29,36.490002,36.889999,36.139999,36.150002,35.847015,338100
2019-04-30,36.110001,36.209999,34.869999,35.369999,35.073555,546700
2019-05-01,35.590000,36.000000,34.970001,34.970001,34.676907,869100
2019-05-02,35.029999,35.549999,34.590000,35.389999,35.093384,668900
2019-05-03,35.349998,36.880001,35.349998,36.580002,36.273415,373700
2019-05-06,35.799999,36.099998,35.380001,35.889999,35.589195,328600
2019-05-07,35.520000,36.070000,34.669998,35.070000,34.776066,445200
2019-05-08,35.029999,35.560001,34.910000,35.110001,34.815727,316700
2019-05-09,34.680000,34.869999,33.849998,34.759998,34.468666,279600
2019-05-10,34.529999,34.639999,33.779999,34.619999,34.329838,336200
2019-05-13,33.790001,34.070000,33.480000,33.810001,33.526630,396600
2019-05-14,34.009998,34.700001,33.779999,34.450001,34.161263,238300
2019-05-15,34.180000,34.790001,33.650002,34.680000,34.389339,366100
2019-05-16,34.889999,35.169998,34.169998,34.320000,34.032352,393800
2019-05-17,33.959999,34.099998,32.840000,32.910000,32.634171,494600
2019-05-20,32.590000,33.270000,32.270000,33.000000,32.723419,323000
2019-05-21,33.049999,33.619999,32.990002,33.500000,33.219227,551100
2019-05-22,33.410000,33.619999,33.150002,33.330002,33.050655,369300
2019-05-23,32.939999,34.240002,32.799999,34.200001,33.913361,450000
2019-05-24,34.570000,34.779999,33.130001,33.689999,33.407635,318800
2019-05-28,33.860001,34.279999,33.480000,33.869999,33.586124,345000
2019-05-29,33.570000,34.200001,33.240002,33.590000,33.308472,394100
2019-05-30,33.700001,34.430000,33.290001,33.540001,33.258892,282600
2019-05-31,32.950001,33.259998,32.060001,32.139999,31.870625,426100
2019-06-03,32.060001,33.099998,32.020000,32.730000,32.455677,376500
2019-06-04,33.150002,34.169998,33.150002,34.139999,33.853863,315000
2019-06-05,34.189999,34.380001,33.240002,34.060001,33.774536,206100
2019-06-06,34.000000,34.240002,33.139999,33.500000,33.219227,368200
2019-06-07,33.590000,34.520000,33.340000,34.410000,34.121597,449700
2019-06-10,34.770000,36.549999,34.770000,36.320000,36.015591,422400
2019-06-11,36.480000,36.500000,35.810001,36.250000,35.946175,374700
2019-06-12,36.259998,36.369999,34.810001,35.880001,35.579277,422500
2019-06-13,36.080002,36.820000,35.759998,36.230000,35.926346,248200
2019-06-14,36.439999,37.810001,36.439999,37.060001,36.749390,385400
2019-06-17,37.160000,37.700001,36.900002,37.110001,36.798973,453700
2019-06-18,37.090000,38.689999,37.090000,38.570000,38.360439,835000
2019-06-19,37.049999,40.900002,37.000000,40.000000,39.782669,2379800
2019-06-20,40.990002,42.080002,39.669998,39.930000,39.713047,1133100
2019-06-21,39.570000,39.900002,38.779999,38.990002,38.778160,867800
2019-06-24,39.070000,39.360001,38.060001,38.330002,38.121746,565200
2019-06-25,38.369999,38.669998,37.209999,37.270000,37.067501,399300
2019-06-26,37.419998,37.900002,37.340000,37.790001,37.584675,357700
2019-06-27,38.099998,38.590000,37.529999,38.220001,38.012341,256700
2019-06-28,38.439999,39.450001,38.439999,38.650002,38.440006,685500
2019-07-01,39.290001,39.439999,38.099998,38.720001,38.509624,401700
2019-07-02,38.759998,38.970001,37.610001,37.910000,37.704025,248000
2019-07-03,38.060001,38.480000,37.599998,38.250000,38.042179,267500
2019-07-05,38.099998,38.660000,37.689999,38.380001,38.171471,216800
2019-07-08,38.230000,38.560001,37.330002,37.470001,37.266415,254100
2019-07-09,37.209999,37.619999,36.849998,37.509998,37.306198,204900
2019-07-10,37.740002,38.119999,37.119999,37.740002,37.534950,238900
2019-07-11,37.799999,38.049999,37.099998,37.680000,37.475273,152100
2019-07-12,37.849998,39.060001,37.560001,39.009998,38.798046,316800
2019-07-15,39.049999,39.340000,38.240002,39.150002,38.937290,219900
2019-07-16,38.900002,39.779999,38.470001,39.570000,39.355003,282100
2019-07-17,39.580002,39.590000,38.709999,39.250000,39.036743,241200
2019-07-18,39.130001,39.700001,38.820000,39.500000,39.285385,208000
2019-07-19,39.680000,40.209999,39.320000,39.330002,39.116310,276200
2019-07-22,39.689999,39.720001,37.110001,37.220001,37.017776,560500
2019-07-23,37.450001,38.209999,36.939999,38.070000,37.863155,360900
2019-07-24,38.009998,39.910000,37.869999,39.900002,39.683216,362000
2019-07-25,39.730000,40.310001,39.130001,39.389999,39.175983,363000
2019-07-26,39.360001,40.270000,38.910000,39.990002,39.772724,313500
2019-07-29,39.849998,40.000000,38.980000,39.330002,39.116310,222700
2019-07-30,38.970001,40.060001,38.500000,40.009998,39.792610,336900
2019-07-31,40.150002,40.639999,39.590000,40.299999,40.081036,493900
2019-08-01,40.610001,41.049999,39.230000,39.639999,39.424622,404500
2019-08-02,39.299999,39.439999,38.029999,38.750000,38.539459,345400
2019-08-05,38.740002,38.740002,36.509998,37.230000,37.027718,344200
2019-08-06,37.430000,37.860001,36.360001,37.509998,37.306198,288800
2019-08-07,37.340000,38.000000,36.610001,37.500000,37.296249,320800
2019-08-08,37.000000,37.000000,35.529999,36.180000,35.983425,955300
2019-08-09,36.040001,36.759998,35.500000,36.509998,36.311630,344300
2019-08-12,36.360001,36.770000,35.430000,35.430000,35.237499,161100
2019-08-13,35.270000,36.549999,35.040001,36.080002,35.883968,336200
2019-08-14,35.320000,35.500000,33.439999,33.450001,33.268257,465000
2019-08-15,33.250000,33.520000,31.580000,32.150002,31.975321,895200
2019-08-16,32.320000,33.709999,31.990000,33.529999,33.347820,712200
2019-08-19,34.090000,34.930000,33.189999,33.959999,33.775486,341100
2019-08-20,33.939999,33.939999,33.340000,33.419998,33.238415,337400
2019-08-21,33.849998,33.849998,32.750000,32.889999,32.711296,258100
2019-08-22,32.849998,33.529999,32.689999,33.209999,33.029560,212600
2019-08-23,32.860001,33.369999,31.879999,32.000000,31.826136,349200
