Date,Open,High,Low,Close,Adj Close,Volume
2018-03-21,157.289993,159.949997,154.910004,157.860001,149.764526,699000
2018-03-22,155.800003,156.479996,150.899994,151.059998,143.313232,1123600
2018-03-23,151.179993,151.380005,144.550003,144.889999,137.459656,1063500
2018-03-26,147.770004,149.949997,146.500000,149.550003,141.880692,1242500
2018-03-27,150.009995,151.539993,146.149994,147.309998,139.755569,950500
2018-03-28,147.789993,148.279999,145.000000,146.960007,139.423523,1268100
2018-03-29,147.580002,149.699997,147.110001,147.940002,140.353256,1074500
2018-04-02,147.589996,148.330002,140.100006,142.669998,135.353516,1248100
2018-04-03,143.759995,145.059998,142.110001,144.699997,137.279373,1157500
2018-04-04,141.649994,146.070007,141.649994,145.699997,138.228119,918000
2018-04-05,146.639999,146.949997,145.179993,145.970001,138.484283,1026100
2018-04-06,143.720001,144.720001,140.190002,141.309998,134.063232,763100
2018-04-09,142.320007,144.729996,141.250000,141.380005,134.129654,608000
2018-04-10,143.369995,145.160004,143.179993,144.289993,136.890396,707900
2018-04-11,142.779999,142.779999,140.740005,141.369995,134.120178,640600
2018-04-12,142.199997,144.479996,141.919998,143.529999,136.169388,868200
2018-04-13,144.860001,145.029999,141.020004,141.630005,134.366837,715900
2018-04-16,143.050003,145.210007,141.660004,143.589996,136.226303,980000
2018-04-17,144.899994,146.389999,143.720001,144.070007,136.681717,1578800
2018-04-18,144.399994,146.320007,144.380005,144.619995,137.203506,893100
2018-04-19,144.710007,146.820007,144.710007,145.580002,138.114273,1240200
2018-04-20,146.000000,146.119995,143.320007,143.690002,136.321213,1387900
2018-04-23,144.100006,147.470001,143.699997,145.490005,138.028885,1332300
2018-04-24,149.009995,152.570007,141.360001,142.660004,135.344040,1852300
2018-04-25,141.710007,143.000000,140.110001,141.440002,134.186584,1227500
2018-04-26,141.660004,143.550003,140.190002,142.179993,134.888626,1473000
2018-04-27,142.059998,143.380005,141.490005,141.740005,134.471191,858700
2018-04-30,142.100006,143.500000,140.190002,140.210007,133.019669,835400
2018-05-01,140.050003,140.919998,138.149994,139.050003,131.919159,1153000
2018-05-02,137.570007,138.509995,132.589996,132.990005,126.169922,2192900
2018-05-03,132.380005,133.639999,129.869995,131.490005,124.746857,1589700
2018-05-04,130.570007,135.550003,130.570007,134.570007,128.548782,1126200
2018-05-07,134.830002,135.529999,133.110001,134.100006,128.099777,1437400
2018-05-08,133.770004,135.169998,133.039993,134.309998,128.300400,1639800
2018-05-09,135.149994,135.259995,133.660004,134.240005,128.233536,1410700
2018-05-10,134.210007,136.639999,133.740005,135.509995,129.446686,1064100
2018-05-11,136.250000,138.880005,136.250000,137.070007,130.936905,943800
