Date,Open,High,Low,Close,Adj Close,Volume
2018-03-21,110.440002,111.849998,109.410004,109.470001,104.719460,614300
2018-03-22,111.919998,111.919998,107.599998,107.660004,102.987999,941300
2018-03-23,107.779999,109.800003,106.959999,107.080002,102.433182,772500
2018-03-26,109.120003,110.750000,107.980003,110.730003,105.924782,648700
2018-03-27,110.639999,111.949997,108.940002,109.589996,104.834244,729600
2018-03-28,109.419998,110.779999,108.160004,110.040001,105.747185,771500
2018-03-29,111.000000,112.690002,110.570000,111.800003,107.438522,668800
2018-04-02,111.000000,111.230003,107.230003,108.040001,103.825203,849100
2018-04-03,109.089996,109.989998,108.050003,109.839996,105.554977,797900
2018-04-04,108.620003,112.940002,108.389999,112.699997,108.303406,1054000
2018-04-05,112.879997,114.680000,112.750000,114.389999,109.927483,819400
2018-04-06,113.940002,114.559998,110.639999,111.769997,107.409691,848400
2018-04-09,112.660004,113.639999,112.300003,112.470001,108.082390,739900
2018-04-10,114.379997,115.349998,113.120003,115.050003,110.561745,774600
2018-04-11,114.019997,116.690002,114.019997,114.360001,109.898651,600000
2018-04-12,114.500000,115.379997,113.690002,113.989998,109.543083,584400
2018-04-13,114.449997,114.970001,109.320000,111.150002,106.813881,1188500
2018-04-16,111.980003,112.589996,111.070000,111.989998,107.621117,782100
2018-04-17,112.730003,113.820000,111.260002,113.410004,108.985718,873400
2018-04-18,113.559998,115.000000,111.099998,111.349998,107.006081,610600
2018-04-19,111.339996,111.769997,108.910004,110.089996,105.795235,795600
2018-04-20,109.690002,110.419998,105.760002,106.269997,102.124252,955000
2018-04-23,106.970001,110.120003,106.940002,109.430000,105.160980,864500
2018-04-24,109.650002,110.989998,107.419998,108.360001,104.132729,732700
2018-04-25,108.360001,109.739998,107.639999,108.790001,104.545952,465100
2018-04-26,108.720001,110.480003,107.599998,110.010002,105.718346,482200
2018-04-27,109.959999,112.129997,109.820000,111.040001,106.708176,866500
2018-04-30,111.620003,112.360001,109.720001,109.849998,105.564606,643300
2018-05-01,108.360001,108.629997,104.629997,106.930000,102.758514,1000500
2018-05-02,106.790001,107.480003,105.050003,106.559998,102.402939,948000
2018-05-03,106.230003,108.360001,105.720001,107.290001,103.104469,977700
2018-05-04,106.750000,107.269997,105.220001,106.800003,102.633583,809900
2018-05-07,106.839996,107.330002,103.980003,106.190002,102.047386,681400
2018-05-08,106.500000,107.849998,105.820000,106.580002,102.422173,1082900
2018-05-09,107.260002,110.110001,106.019997,109.849998,105.564606,886400
2018-05-10,109.730003,109.820000,107.570000,108.959999,104.709312,605900
2018-05-11,108.750000,109.440002,108.169998,109.010002,104.757370,857400
2018-05-14,109.690002,111.080002,109.010002,110.480003,106.170029,708300
2018-05-15,109.620003,112.330002,109.000000,111.459999,107.111786,814900
2018-05-16,112.580002,113.599998,111.360001,112.169998,107.794090,804000
2018-05-17,111.790001,114.910004,111.790001,113.620003,109.187523,1173000
2018-05-18,113.050003,115.599998,112.379997,115.459999,110.955734,1222100
2018-05-21,116.260002,117.889999,115.099998,117.080002,112.512543,1363500
2018-05-22,117.110001,117.480003,115.540001,116.610001,112.060883,1788200
2018-05-23,122.510002,136.429993,122.129997,133.330002,128.128616,5606600
2018-05-24,133.240005,137.440002,131.419998,134.800003,129.541260,2125500
2018-05-25,135.089996,137.589996,134.110001,137.300003,131.943726,1474900
2018-05-29,136.300003,138.889999,134.600006,135.259995,129.983307,1973900
2018-05-30,135.179993,137.059998,134.360001,136.309998,130.992355,1226200
2018-05-31,136.490005,136.979996,133.630005,134.580002,129.329865,1375400
2018-06-01,136.070007,137.979996,135.009995,137.869995,132.491501,1131400
2018-06-04,137.919998,139.110001,136.750000,138.470001,133.068115,1013400
2018-06-05,137.880005,139.759995,137.250000,139.559998,134.115555,1039400
2018-06-06,140.100006,140.800003,139.020004,139.600006,134.153992,967300
2018-06-07,143.250000,145.940002,137.639999,137.860001,132.481903,1849000
2018-06-08,135.970001,142.850006,135.550003,142.229996,136.681412,1822600
2018-06-11,142.190002,144.419998,141.759995,142.029999,136.489227,1368200
2018-06-12,142.220001,144.110001,141.389999,142.899994,137.325272,1087100
2018-06-13,142.220001,142.889999,138.850006,138.940002,133.519760,1521000
2018-06-14,138.940002,140.000000,137.630005,139.089996,133.663910,1283300
2018-06-15,138.529999,140.550003,137.660004,139.710007,134.259735,1237600
2018-06-18,138.960007,141.539993,138.029999,140.580002,135.095764,684900
2018-06-19,138.779999,139.860001,136.960007,139.410004,133.971405,1232700
2018-06-20,139.350006,140.460007,137.910004,138.500000,133.096893,1050400
2018-06-21,137.210007,137.210007,134.070007,135.089996,129.819946,1023100
2018-06-22,135.279999,136.699997,129.850006,130.259995,125.178360,1825700
2018-06-25,129.210007,129.539993,125.820000,128.009995,123.016136,1359800
2018-06-26,127.970001,130.270004,127.919998,128.679993,123.660004,1001000
